context	split	fold	model	parameter	chosen_value	inner_component_scores_json	train_observations	test_observations	inner_grouping
full	union_component_leave_one_out	component-18	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5189699972000892},{""alpha"":0.1,""inner_rmse"":1.5189787356049125},{""alpha"":1.0,""inner_rmse"":1.519077592251826},{""alpha"":10.0,""inner_rmse"":1.5197019813854633},{""alpha"":100.0,""inner_rmse"":1.516498293714569},{""alpha"":1000.0,""inner_rmse"":1.4796861088056195}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5180946861082723},{""alpha"":0.1,""inner_rmse"":1.5181002748589787},{""alpha"":1.0,""inner_rmse"":1.518174585230652},{""alpha"":10.0,""inner_rmse"":1.5187354015923566},{""alpha"":100.0,""inner_rmse"":1.5154369004479242},{""alpha"":1000.0,""inner_rmse"":1.478760778231743}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5689492764885895},{""alpha"":0.1,""inner_rmse"":1.5689609955214863},{""alpha"":1.0,""inner_rmse"":1.5691439045083995},{""alpha"":10.0,""inner_rmse"":1.5715567804604986},{""alpha"":100.0,""inner_rmse"":1.574399328336259},{""alpha"":1000.0,""inner_rmse"":1.5286644208943503}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.797872318186483},{""alpha"":0.1,""inner_rmse"":2.5706319072394677},{""alpha"":1.0,""inner_rmse"":2.293505779844264},{""alpha"":10.0,""inner_rmse"":2.035414615730684},{""alpha"":100.0,""inner_rmse"":1.7387707537169488},{""alpha"":1000.0,""inner_rmse"":1.4848983953030297}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.2913899991669746},{""alpha"":0.1,""inner_rmse"":2.203415744105095},{""alpha"":1.0,""inner_rmse"":2.0580451961377615},{""alpha"":10.0,""inner_rmse"":1.9501310227940238},{""alpha"":100.0,""inner_rmse"":1.7322243931240606},{""alpha"":1000.0,""inner_rmse"":1.4856000455319458}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8173327771428252},{""alpha"":0.1,""inner_rmse"":1.6734005713601603},{""alpha"":1.0,""inner_rmse"":1.5409568541505803},{""alpha"":10.0,""inner_rmse"":1.5237961087371974},{""alpha"":100.0,""inner_rmse"":1.5205594278147039},{""alpha"":1000.0,""inner_rmse"":1.4825099251592961}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.80391574925671},{""alpha"":0.1,""inner_rmse"":1.6670542219027442},{""alpha"":1.0,""inner_rmse"":1.5409972589668819},{""alpha"":10.0,""inner_rmse"":1.523615747053034},{""alpha"":100.0,""inner_rmse"":1.5200639474675717},{""alpha"":1000.0,""inner_rmse"":1.4819240406160694}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.1948959029701998,""k"":1},{""inner_rmse"":1.8470637150004796,""k"":3},{""inner_rmse"":1.6732732863656188,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.9767356703680228,""k"":1},{""inner_rmse"":1.7712756830690264,""k"":3},{""inner_rmse"":1.6844090031434316,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.7149361538924737,""k"":1},{""inner_rmse"":1.6069239547197554,""k"":3},{""inner_rmse"":1.555795848963305,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.1419649646898873,""k"":1},{""inner_rmse"":1.5902060295108977,""k"":3},{""inner_rmse"":1.577983750914465,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8246835241015287,""k"":1},{""inner_rmse"":1.5737284569466068,""k"":3},{""inner_rmse"":1.5527716125455582,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.907604943564984,""k"":1},{""inner_rmse"":1.6582417121407045,""k"":3},{""inner_rmse"":1.55670245643148,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-18	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.7297710765038936,""k"":1},{""inner_rmse"":1.614781793699619,""k"":3},{""inner_rmse"":1.5374667536234066,""k"":5}]"	268	3	frozen_union_component
full	union_component_leave_one_out	component-19	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4832861210469521},{""alpha"":0.1,""inner_rmse"":1.482279026865685},{""alpha"":1.0,""inner_rmse"":1.4726410612029073},{""alpha"":10.0,""inner_rmse"":1.4077063657680422},{""alpha"":100.0,""inner_rmse"":1.348755746670133},{""alpha"":1000.0,""inner_rmse"":1.4208544673403343}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.6098471920332607},{""alpha"":0.1,""inner_rmse"":1.609844378740556},{""alpha"":1.0,""inner_rmse"":1.6098078685553872},{""alpha"":10.0,""inner_rmse"":1.6085129222712582},{""alpha"":100.0,""inner_rmse"":1.5882373010960973},{""alpha"":1000.0,""inner_rmse"":1.5023471868370706}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.917746129710319},{""alpha"":0.1,""inner_rmse"":2.604096062367787},{""alpha"":1.0,""inner_rmse"":2.230360180953569},{""alpha"":10.0,""inner_rmse"":1.9274281142495637},{""alpha"":100.0,""inner_rmse"":1.6652137446176545},{""alpha"":1000.0,""inner_rmse"":1.4399337673749772}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":5.371680845747034},{""alpha"":0.1,""inner_rmse"":3.495852236251894},{""alpha"":1.0,""inner_rmse"":2.128034234282089},{""alpha"":10.0,""inner_rmse"":1.6359570321018597},{""alpha"":100.0,""inner_rmse"":1.4112027282256228},{""alpha"":1000.0,""inner_rmse"":1.3732365954343235}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.5395782612576285},{""alpha"":0.1,""inner_rmse"":3.1456367778583245},{""alpha"":1.0,""inner_rmse"":2.3288031477671898},{""alpha"":10.0,""inner_rmse"":1.6820787057801891},{""alpha"":100.0,""inner_rmse"":1.4139006212235659},{""alpha"":1000.0,""inner_rmse"":1.3721180449133497}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":8.673332535298591},{""alpha"":0.1,""inner_rmse"":7.8516330994601935},{""alpha"":1.0,""inner_rmse"":5.066068143393353},{""alpha"":10.0,""inner_rmse"":2.834797015273753},{""alpha"":100.0,""inner_rmse"":1.8999314310106699},{""alpha"":1000.0,""inner_rmse"":1.610545987552227}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.594523607927674},{""alpha"":0.1,""inner_rmse"":1.5939595244009206},{""alpha"":1.0,""inner_rmse"":1.5934619885112615},{""alpha"":10.0,""inner_rmse"":1.595721325442172},{""alpha"":100.0,""inner_rmse"":1.5921153190389097},{""alpha"":1000.0,""inner_rmse"":1.5325560440633255}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.1831333899680296},{""alpha"":0.1,""inner_rmse"":2.8334337954919535},{""alpha"":1.0,""inner_rmse"":2.368931780274463},{""alpha"":10.0,""inner_rmse"":2.126544249233353},{""alpha"":100.0,""inner_rmse"":1.8205034772598716},{""alpha"":1000.0,""inner_rmse"":1.5238026835687444}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5222603347437174},{""alpha"":0.1,""inner_rmse"":1.522131255117289},{""alpha"":1.0,""inner_rmse"":1.5210170276959507},{""alpha"":10.0,""inner_rmse"":1.5150450171254592},{""alpha"":100.0,""inner_rmse"":1.494153524473834},{""alpha"":1000.0,""inner_rmse"":1.440625429354113}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.519055950547049},{""alpha"":0.1,""inner_rmse"":1.518958491824358},{""alpha"":1.0,""inner_rmse"":1.5180775109654487},{""alpha"":10.0,""inner_rmse"":1.5124563277909744},{""alpha"":100.0,""inner_rmse"":1.491478073480579},{""alpha"":1000.0,""inner_rmse"":1.4396956443632651}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5309694920138717},{""alpha"":0.1,""inner_rmse"":1.5309881606059859},{""alpha"":1.0,""inner_rmse"":1.531134921980465},{""alpha"":10.0,""inner_rmse"":1.5312177642535512},{""alpha"":100.0,""inner_rmse"":1.5252780440517812},{""alpha"":1000.0,""inner_rmse"":1.4841202794413382}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5276553053306858},{""alpha"":0.1,""inner_rmse"":1.5276663006990234},{""alpha"":1.0,""inner_rmse"":1.5277492612838737},{""alpha"":10.0,""inner_rmse"":1.5275978072807184},{""alpha"":100.0,""inner_rmse"":1.5216472652981596},{""alpha"":1000.0,""inner_rmse"":1.4822193430101738}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5796492362158578},{""alpha"":0.1,""inner_rmse"":1.5796635772427436},{""alpha"":1.0,""inner_rmse"":1.579845310364132},{""alpha"":10.0,""inner_rmse"":1.5817594305593128},{""alpha"":100.0,""inner_rmse"":1.5825559865035617},{""alpha"":1000.0,""inner_rmse"":1.5325860553632877}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.0501521073366185},{""alpha"":0.1,""inner_rmse"":2.758490670766039},{""alpha"":1.0,""inner_rmse"":2.3184020282405755},{""alpha"":10.0,""inner_rmse"":1.97272317189379},{""alpha"":100.0,""inner_rmse"":1.7017355950531594},{""alpha"":1000.0,""inner_rmse"":1.4729494427870613}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.4482430510330055},{""alpha"":0.1,""inner_rmse"":2.327921796935885},{""alpha"":1.0,""inner_rmse"":2.0699207076688366},{""alpha"":10.0,""inner_rmse"":1.8796478255262823},{""alpha"":100.0,""inner_rmse"":1.6883131433488692},{""alpha"":1000.0,""inner_rmse"":1.473897079964212}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8233267791041348},{""alpha"":0.1,""inner_rmse"":1.687576558293264},{""alpha"":1.0,""inner_rmse"":1.55260213110453},{""alpha"":10.0,""inner_rmse"":1.5344235003111184},{""alpha"":100.0,""inner_rmse"":1.5289260521768648},{""alpha"":1000.0,""inner_rmse"":1.4871430618856787}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8094329518286156},{""alpha"":0.1,""inner_rmse"":1.6772174672478648},{""alpha"":1.0,""inner_rmse"":1.54856000520958},{""alpha"":10.0,""inner_rmse"":1.53112076386819},{""alpha"":100.0,""inner_rmse"":1.5256815211152337},{""alpha"":1000.0,""inner_rmse"":1.4853914061833713}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.2009643311642897,""k"":1},{""inner_rmse"":1.841713960702579,""k"":3},{""inner_rmse"":1.6789466785620442,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":2.007145608634927,""k"":1},{""inner_rmse"":1.7489304003239332,""k"":3},{""inner_rmse"":1.7100155237502601,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.6976115423607512,""k"":1},{""inner_rmse"":1.610600118283909,""k"":3},{""inner_rmse"":1.5481551049543383,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.201195507725772,""k"":1},{""inner_rmse"":1.5780455522775776,""k"":3},{""inner_rmse"":1.5726596007806422,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	structure_global_usalign_target_knn_S1	knn_k	3	"[{""inner_rmse"":1.8104933619512686,""k"":1},{""inner_rmse"":1.5382277811625926,""k"":3},{""inner_rmse"":1.5449084450734676,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9040549586627227,""k"":1},{""inner_rmse"":1.645886973813063,""k"":3},{""inner_rmse"":1.5821075869945425,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-19	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9362484058249858,""k"":1},{""inner_rmse"":1.6516397353785832,""k"":3},{""inner_rmse"":1.5299479695643186,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.4753166970642058},{""alpha"":0.1,""inner_rmse"":1.4743433567169892},{""alpha"":1.0,""inner_rmse"":1.4650296715372428},{""alpha"":10.0,""inner_rmse"":1.4023671526077512},{""alpha"":100.0,""inner_rmse"":1.34734114701442},{""alpha"":1000.0,""inner_rmse"":1.4209440174887131}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.602572892365937},{""alpha"":0.1,""inner_rmse"":1.602570420232266},{""alpha"":1.0,""inner_rmse"":1.6025387960464683},{""alpha"":10.0,""inner_rmse"":1.6013202700731555},{""alpha"":100.0,""inner_rmse"":1.5816460670525496},{""alpha"":1000.0,""inner_rmse"":1.4984405950991502}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.8733333469204294},{""alpha"":0.1,""inner_rmse"":2.5928588776400567},{""alpha"":1.0,""inner_rmse"":2.2316976150216954},{""alpha"":10.0,""inner_rmse"":1.9376290154075115},{""alpha"":100.0,""inner_rmse"":1.6622150134141926},{""alpha"":1000.0,""inner_rmse"":1.44259932184799}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.6259199405615163},{""alpha"":0.1,""inner_rmse"":2.79237867349042},{""alpha"":1.0,""inner_rmse"":2.1104787805275036},{""alpha"":10.0,""inner_rmse"":1.6308770816235327},{""alpha"":100.0,""inner_rmse"":1.415249697412168},{""alpha"":1000.0,""inner_rmse"":1.3733562730658573}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.1534192421734066},{""alpha"":0.1,""inner_rmse"":2.9552439718341224},{""alpha"":1.0,""inner_rmse"":2.3740247122291467},{""alpha"":10.0,""inner_rmse"":1.6685046871449607},{""alpha"":100.0,""inner_rmse"":1.416003215150586},{""alpha"":1000.0,""inner_rmse"":1.3724288926067738}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":8.273415376587502},{""alpha"":0.1,""inner_rmse"":7.525856348631769},{""alpha"":1.0,""inner_rmse"":5.062184026233474},{""alpha"":10.0,""inner_rmse"":2.936068636580074},{""alpha"":100.0,""inner_rmse"":1.9170536109667926},{""alpha"":1000.0,""inner_rmse"":1.61477079981116}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.588674193885815},{""alpha"":0.1,""inner_rmse"":1.588045603595044},{""alpha"":1.0,""inner_rmse"":1.5873992292691812},{""alpha"":10.0,""inner_rmse"":1.589641800783228},{""alpha"":100.0,""inner_rmse"":1.5866854067154255},{""alpha"":1000.0,""inner_rmse"":1.5300301208962226}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	gmolai_esm2_additive	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.1590164916841097},{""alpha"":0.1,""inner_rmse"":2.8013599806446265},{""alpha"":1.0,""inner_rmse"":2.3437680707489545},{""alpha"":10.0,""inner_rmse"":2.1090601700766975},{""alpha"":100.0,""inner_rmse"":1.8141045625762218},{""alpha"":1000.0,""inner_rmse"":1.5240815338303277}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5166381189252778},{""alpha"":0.1,""inner_rmse"":1.5165044516702055},{""alpha"":1.0,""inner_rmse"":1.5153570972569366},{""alpha"":10.0,""inner_rmse"":1.509394399113199},{""alpha"":100.0,""inner_rmse"":1.488753730876195},{""alpha"":1000.0,""inner_rmse"":1.4364858497946804}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5116162096453711},{""alpha"":0.1,""inner_rmse"":1.5115407623116752},{""alpha"":1.0,""inner_rmse"":1.5108510391064656},{""alpha"":10.0,""inner_rmse"":1.5060242602518716},{""alpha"":100.0,""inner_rmse"":1.4857928251416364},{""alpha"":1000.0,""inner_rmse"":1.4352455325835831}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5251286969071596},{""alpha"":0.1,""inner_rmse"":1.5251468566268007},{""alpha"":1.0,""inner_rmse"":1.5252920661429354},{""alpha"":10.0,""inner_rmse"":1.5254235700290777},{""alpha"":100.0,""inner_rmse"":1.5200252433742045},{""alpha"":1000.0,""inner_rmse"":1.4814735017412173}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5217313734224205},{""alpha"":0.1,""inner_rmse"":1.521745533668178},{""alpha"":1.0,""inner_rmse"":1.521858826304624},{""alpha"":10.0,""inner_rmse"":1.5219033698889235},{""alpha"":100.0,""inner_rmse"":1.5166404045169524},{""alpha"":1000.0,""inner_rmse"":1.4793327492467985}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_esm2_permuted_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5740747685843612},{""alpha"":0.1,""inner_rmse"":1.5740829169097972},{""alpha"":1.0,""inner_rmse"":1.5742139561449058},{""alpha"":10.0,""inner_rmse"":1.5759593058558807},{""alpha"":100.0,""inner_rmse"":1.57708499405513},{""alpha"":1000.0,""inner_rmse"":1.530116347348649}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	gmolai_esm2_pocket_additive_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.990295831783106},{""alpha"":0.1,""inner_rmse"":2.6938346890426756},{""alpha"":1.0,""inner_rmse"":2.263597202489066},{""alpha"":10.0,""inner_rmse"":1.943506186539967},{""alpha"":100.0,""inner_rmse"":1.6936099397138045},{""alpha"":1000.0,""inner_rmse"":1.4731083009451544}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	gmolai_esm2_pocket_tensor_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.4293499387980204},{""alpha"":0.1,""inner_rmse"":2.304303958552569},{""alpha"":1.0,""inner_rmse"":2.034916402609361},{""alpha"":10.0,""inner_rmse"":1.8515766125405875},{""alpha"":100.0,""inner_rmse"":1.678593434896913},{""alpha"":1000.0,""inner_rmse"":1.4733709305966696}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_esm2_pocket_additive_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8181494013792072},{""alpha"":0.1,""inner_rmse"":1.6816074855983874},{""alpha"":1.0,""inner_rmse"":1.5470323134027175},{""alpha"":10.0,""inner_rmse"":1.5287639734307463},{""alpha"":100.0,""inner_rmse"":1.5237232474700013},{""alpha"":1000.0,""inner_rmse"":1.484428068384723}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ecfp_esm2_pocket_tensor_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.8094314542884837},{""alpha"":0.1,""inner_rmse"":1.676221944243724},{""alpha"":1.0,""inner_rmse"":1.5458443939116902},{""alpha"":10.0,""inner_rmse"":1.5266050566945837},{""alpha"":100.0,""inner_rmse"":1.5211444591121304},{""alpha"":1000.0,""inner_rmse"":1.4826719369823003}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ligand_ecfp_knn	knn_k	5	"[{""inner_rmse"":2.1883212206953058,""k"":1},{""inner_rmse"":1.8436669597780957,""k"":3},{""inner_rmse"":1.6676166784482531,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	ligand_gmolai_knn	knn_k	5	"[{""inner_rmse"":1.9726263179676122,""k"":1},{""inner_rmse"":1.7478935751235252,""k"":3},{""inner_rmse"":1.7024554418046027,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	sequence_identity_target_knn	knn_k	5	"[{""inner_rmse"":1.688166519421313,""k"":1},{""inner_rmse"":1.6116740888720151,""k"":3},{""inner_rmse"":1.5539534997045648,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	esm2_cosine_target_knn	knn_k	5	"[{""inner_rmse"":2.139926169154176,""k"":1},{""inner_rmse"":1.5780886600131334,""k"":3},{""inner_rmse"":1.5715357736900049,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	structure_global_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.808231798334032,""k"":1},{""inner_rmse"":1.555943782776025,""k"":3},{""inner_rmse"":1.5488898697506084,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	structure_pocket_usalign_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.9080496387363448,""k"":1},{""inner_rmse"":1.6506895463249713,""k"":3},{""inner_rmse"":1.5735396943092128,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-20	pocket_descriptor_target_knn_S1	knn_k	5	"[{""inner_rmse"":1.8978758878968336,""k"":1},{""inner_rmse"":1.6216741870757354,""k"":3},{""inner_rmse"":1.555717641836208,""k"":5}]"	270	1	frozen_union_component
full	union_component_leave_one_out	component-21	nuisance_ridge	ridge_alpha	100.0	"[{""alpha"":0.01,""inner_rmse"":1.5279326790620273},{""alpha"":0.1,""inner_rmse"":1.5266963934743571},{""alpha"":1.0,""inner_rmse"":1.5148242774099887},{""alpha"":10.0,""inner_rmse"":1.4324298421472657},{""alpha"":100.0,""inner_rmse"":1.3390459087854614},{""alpha"":1000.0,""inner_rmse"":1.4139298703931773}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-21	ligand_ecfp_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":1.5795233630501258},{""alpha"":0.1,""inner_rmse"":1.5795164210644987},{""alpha"":1.0,""inner_rmse"":1.5794510346425714},{""alpha"":10.0,""inner_rmse"":1.5781876379505502},{""alpha"":100.0,""inner_rmse"":1.5598126700959136},{""alpha"":1000.0,""inner_rmse"":1.4857989854814044}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-21	ligand_gmolai_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":2.933741798214773},{""alpha"":0.1,""inner_rmse"":2.6791565826750308},{""alpha"":1.0,""inner_rmse"":2.360857109239685},{""alpha"":10.0,""inner_rmse"":2.0132917834966353},{""alpha"":100.0,""inner_rmse"":1.7057627193455203},{""alpha"":1000.0,""inner_rmse"":1.4632237936376762}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-21	pocket_ridge_S0	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":4.244032340365531},{""alpha"":0.1,""inner_rmse"":3.4630459406590326},{""alpha"":1.0,""inner_rmse"":2.4291946297624034},{""alpha"":10.0,""inner_rmse"":1.6409542630839684},{""alpha"":100.0,""inner_rmse"":1.4053164639226179},{""alpha"":1000.0,""inner_rmse"":1.3662796430619146}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-21	pocket_ridge_S1	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":3.011100375670269},{""alpha"":0.1,""inner_rmse"":2.92296945865298},{""alpha"":1.0,""inner_rmse"":2.4395339216847347},{""alpha"":10.0,""inner_rmse"":1.6925838046583201},{""alpha"":100.0,""inner_rmse"":1.408834363878032},{""alpha"":1000.0,""inner_rmse"":1.3653884350507184}]"	269	2	frozen_union_component
full	union_component_leave_one_out	component-21	sequence_esm2_ridge	ridge_alpha	1000.0	"[{""alpha"":0.01,""inner_rmse"":8.102110701545746},{""alpha"":0.1,""inner_rmse"":7.392259317306281},{""alpha"":1.0,""inner_rmse"":5.03525151919885},{""alpha"":10.0,""inner_rmse"":2.9173909088437027},{""alpha"":100.0,""inner_rmse"":1.9033809459447597},{""alpha"":1000.0,""inner_rmse"":1.609720266605753}]"	269	2	frozen_union_component
