evaluation	view	fold_id	model	family	train_n	test_n	parameters_json	centring_means_sha256
absolute	S2	component-G3-FINAL-012	esm2_sequence_knn	knn	616	12	"{""inner_RMSE"": {""1"": 2.2097479088266034, ""3"": 1.8083566407381497, ""5"": 1.731434340945352, ""10"": 1.7533488299396023}, ""k"": 5}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	global_structure_knn	knn	616	12	"{""inner_RMSE"": {""1"": 2.3639955797650605, ""3"": 1.8710931330000562, ""5"": 1.8359225499510932, ""10"": 1.6539999594609704}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	pocket_structure_knn	knn	616	12	"{""inner_RMSE"": {""1"": 1.8617085046337833, ""3"": 1.7699421650750442, ""5"": 1.7565423523302006, ""10"": 1.7297974503235438}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	descriptor_only	ridge	616	12	"{""alpha"": 100.0, ""dimensions"": 116, ""inner_RMSE"": {""0.1"": 6.410702991054492, ""1.0"": 6.395848596940571, ""10.0"": 6.251594911851462, ""100.0"": 5.190606746627618}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	descriptor_knn	knn	616	12	"{""inner_RMSE"": {""1"": 2.2734175049227523, ""3"": 1.950947464149818, ""5"": 1.9063418317676029, ""10"": 1.71247201111261}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_descriptor_additive_full	additive	616	12	"{""alpha"": 100.0, ""dimensions"": 2164, ""inner_RMSE"": {""0.1"": 2.550272713029545, ""1.0"": 2.4379149333617427, ""10.0"": 2.2975876658761374, ""100.0"": 2.178350554037252}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_descriptor_additive_full	additive	616	12	"{""alpha"": 100.0, ""dimensions"": 2804, ""inner_RMSE"": {""0.1"": 2.443746107522478, ""1.0"": 2.3361385222374254, ""10.0"": 2.194097054599633, ""100.0"": 2.0723906197368787}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_descriptor_additive_matched	additive	616	12	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.723596627640951, ""1.0"": 3.517736249308336, ""10.0"": 2.601726054388023, ""100.0"": 2.1124213878586082}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_descriptor_bilinear	bilinear	616	12	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 5.130991226277718, ""1.0"": 3.672085601928432, ""10.0"": 2.6146467369211956, ""100.0"": 2.1077416926992556}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_descriptor_bilinear_permuted	bilinear	616	12	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.330041145640349, ""1.0"": 3.454801371472533, ""10.0"": 2.493534876417207, ""100.0"": 2.123440581141691}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_descriptor_film	film	616	12	"{""parameter_count"": 1249, ""selected_epoch"": 1, ""validation_scores"": {""0.0001"": 7.25455647054423, ""0.001"": 7.254556132035322, ""0.01"": 7.254552691427938}, ""weight_decay"": 0.01}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	gmolai_esm2_descriptor_additive_matched	additive	612	12	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 2.8017061783973234, ""1.0"": 2.1743771072251947, ""10.0"": 1.8215624989388224, ""100.0"": 1.726794271871998}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	gmolai_esm2_descriptor_bilinear	bilinear	612	12	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.2395486857605738, ""1.0"": 2.4301997937217825, ""10.0"": 1.8093336812382053, ""100.0"": 1.7619045874655241}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	esm_if1_only	ridge	616	12	"{""alpha"": 100.0, ""dimensions"": 1024, ""inner_RMSE"": {""0.1"": 1.870782056812374, ""1.0"": 1.8707672666834558, ""10.0"": 1.8706196376287665, ""100.0"": 1.869176023387206}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	esm_if1_knn	knn	616	12	"{""inner_RMSE"": {""1"": 2.7095793803916495, ""3"": 1.9778236814292982, ""5"": 1.8491620840293748, ""10"": 1.7710343081689914}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm_if1_additive_full	additive	616	12	"{""alpha"": 100.0, ""dimensions"": 3072, ""inner_RMSE"": {""0.1"": 2.3520224570641286, ""1.0"": 2.2287814554644685, ""10.0"": 2.0720418629513153, ""100.0"": 1.9471044079463489}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_esm_if1_additive_full	additive	616	12	"{""alpha"": 100.0, ""dimensions"": 3712, ""inner_RMSE"": {""0.1"": 2.352049774852273, ""1.0"": 2.2416636615798766, ""10.0"": 2.101081031880274, ""100.0"": 1.9810156258747906}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_esm_if1_additive_matched	additive	616	12	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.357210057406805, ""1.0"": 4.042571529018955, ""10.0"": 3.0332874367101788, ""100.0"": 2.196004959127627}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_esm_if1_bilinear	bilinear	616	12	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.741451756916016, ""1.0"": 3.2216513413938954, ""10.0"": 2.6174314105876535, ""100.0"": 2.297517592481467}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_esm_if1_bilinear_permuted	bilinear	616	12	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.7431190361841082, ""1.0"": 3.0316433163924708, ""10.0"": 2.200362765102688, ""100.0"": 1.8632879542585226}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	ecfp_esm2_esm_if1_film	film	616	12	"{""parameter_count"": 1249, ""selected_epoch"": 245, ""validation_scores"": {""0.0001"": 4.686201150235067, ""0.001"": 4.685765377067305, ""0.01"": 4.6823130103504935}, ""weight_decay"": 0.01}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	gmolai_esm2_esm_if1_additive_matched	additive	612	12	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.873529170341527, ""1.0"": 3.172459741355329, ""10.0"": 2.0384421910351693, ""100.0"": 1.6534037398832258}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	gmolai_esm2_esm_if1_bilinear	bilinear	612	12	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.886723515551438, ""1.0"": 3.0884009691976395, ""10.0"": 2.5202251438118823, ""100.0"": 2.0038204420772496}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-012	gmolai_ridge	ridge	612	12	"{""alpha"": 100.0, ""dimensions"": 384, ""inner_RMSE"": {""0.1"": 3.202600326813615, ""1.0"": 2.6121403096711453, ""10.0"": 2.0480276926716003, ""100.0"": 1.746211821876979}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	global_mean	mean	611	17	"{""mean"": 6.4303906550945005}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	target_training_mean	target_mean	611	17	"{""fallback_global_mean"": 6.4303906550945005}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_ridge	ridge	611	17	"{""alpha"": 100.0, ""dimensions"": 2048, ""inner_RMSE"": {""0.1"": 2.5020056858028354, ""1.0"": 2.3390360433948145, ""10.0"": 2.147828667226651, ""100.0"": 1.9948112302395749}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	esm2_sequence_ridge	ridge	611	17	"{""alpha"": 0.1, ""dimensions"": 640, ""inner_RMSE"": {""0.1"": 1.7571742945752316, ""1.0"": 1.7571990582294947, ""10.0"": 1.7574431083941668, ""100.0"": 1.7594518641196708}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_additive_no_pocket	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 2688, ""inner_RMSE"": {""0.1"": 2.530161868652582, ""1.0"": 2.3250484149093587, ""10.0"": 2.0785576638845717, ""100.0"": 1.9203431129546202}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_knn	knn	611	17	"{""inner_RMSE"": {""1"": 2.191465637180972, ""3"": 1.9559288525713956, ""5"": 1.9039562131204044, ""10"": 1.8995932711765948}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	esm2_sequence_knn	knn	611	17	"{""inner_RMSE"": {""1"": 2.148524645124638, ""3"": 1.8578216169662258, ""5"": 1.7256534537543131, ""10"": 1.731103480953318}, ""k"": 5}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	global_structure_knn	knn	611	17	"{""inner_RMSE"": {""1"": 2.4182994525694204, ""3"": 2.055019492381787, ""5"": 1.9308643921911373, ""10"": 1.7225401748759466}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	pocket_structure_knn	knn	611	17	"{""inner_RMSE"": {""1"": 1.9734714039728807, ""3"": 1.7043025345744833, ""5"": 1.7798830256289562, ""10"": 1.7331075197277226}, ""k"": 3}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	descriptor_only	ridge	611	17	"{""alpha"": 100.0, ""dimensions"": 116, ""inner_RMSE"": {""0.1"": 5.8833493256535, ""1.0"": 5.867624172220199, ""10.0"": 5.7196863600619015, ""100.0"": 4.68154959471416}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	descriptor_knn	knn	611	17	"{""inner_RMSE"": {""1"": 2.1230731898879562, ""3"": 1.9480502062178302, ""5"": 1.857958769566815, ""10"": 1.7393993344862424}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_descriptor_additive_full	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 2164, ""inner_RMSE"": {""0.1"": 2.630066743845711, ""1.0"": 2.4788809865794073, ""10.0"": 2.2724179245454534, ""100.0"": 2.116637888391183}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_descriptor_additive_full	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 2804, ""inner_RMSE"": {""0.1"": 2.554176999947551, ""1.0"": 2.3730550304297724, ""10.0"": 2.1380234031615584, ""100.0"": 1.989371878946977}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_descriptor_additive_matched	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.0272924350761725, ""1.0"": 3.5983374357041242, ""10.0"": 2.670716301964682, ""100.0"": 2.124578373622863}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_descriptor_bilinear	bilinear	611	17	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.343306744759972, ""1.0"": 3.2859866165772216, ""10.0"": 2.365758625901254, ""100.0"": 1.9851221157141903}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_descriptor_bilinear_permuted	bilinear	611	17	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.894551636304083, ""1.0"": 3.199898517191261, ""10.0"": 2.4531222309048895, ""100.0"": 2.082682379945269}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_descriptor_film	film	611	17	"{""parameter_count"": 1249, ""selected_epoch"": 201, ""validation_scores"": {""0.0001"": 3.3221183759178032, ""0.001"": 3.321749798380735, ""0.01"": 3.317947981622517}, ""weight_decay"": 0.01}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	gmolai_esm2_descriptor_additive_matched	additive	607	17	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.3407473863126, ""1.0"": 2.708759740407645, ""10.0"": 2.1439533573801297, ""100.0"": 1.896741910104203}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	gmolai_esm2_descriptor_bilinear	bilinear	607	17	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.083879711115157, ""1.0"": 2.2649084619868955, ""10.0"": 1.8363835055108262, ""100.0"": 1.8099253859012427}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	esm_if1_only	ridge	611	17	"{""alpha"": 100.0, ""dimensions"": 1024, ""inner_RMSE"": {""0.1"": 1.8559549896041794, ""1.0"": 1.8559351293545099, ""10.0"": 1.8557369152467182, ""100.0"": 1.8537928207320313}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	esm_if1_knn	knn	611	17	"{""inner_RMSE"": {""1"": 2.6789968674066897, ""3"": 2.0086466710830715, ""5"": 1.7535748099516812, ""10"": 1.7623318671471744}, ""k"": 5}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm_if1_additive_full	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 3072, ""inner_RMSE"": {""0.1"": 2.474217599899762, ""1.0"": 2.2927193655305365, ""10.0"": 2.0655452189305743, ""100.0"": 1.9073318862611461}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_esm_if1_additive_full	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 3712, ""inner_RMSE"": {""0.1"": 2.471887169316251, ""1.0"": 2.294724285791782, ""10.0"": 2.062526283203427, ""100.0"": 1.9042042952240816}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_esm_if1_additive_matched	additive	611	17	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.682907081954734, ""1.0"": 4.252099604246062, ""10.0"": 3.002862868259799, ""100.0"": 2.127457583084719}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_esm_if1_bilinear	bilinear	611	17	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.1949000390335622, ""1.0"": 2.6526160067906006, ""10.0"": 2.2300530808962855, ""100.0"": 2.05049880887628}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_esm_if1_bilinear_permuted	bilinear	611	17	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.154000580704586, ""1.0"": 3.4547333963140026, ""10.0"": 2.471061531230175, ""100.0"": 2.0109145349720086}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	ecfp_esm2_esm_if1_film	film	611	17	"{""parameter_count"": 1249, ""selected_epoch"": 307, ""validation_scores"": {""0.0001"": 4.727535270512496, ""0.001"": 4.726715215928254, ""0.01"": 4.719302018356216}, ""weight_decay"": 0.01}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	gmolai_esm2_esm_if1_additive_matched	additive	607	17	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 4.092537461763827, ""1.0"": 3.3810549202308877, ""10.0"": 2.1140536589011827, ""100.0"": 1.7084398493876258}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	gmolai_esm2_esm_if1_bilinear	bilinear	607	17	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 4.997337012054826, ""1.0"": 2.517470547659877, ""10.0"": 2.021136112151912, ""100.0"": 1.878403295849782}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-013	gmolai_ridge	ridge	607	17	"{""alpha"": 100.0, ""dimensions"": 384, ""inner_RMSE"": {""0.1"": 3.063074944752384, ""1.0"": 2.6347355281183886, ""10.0"": 2.0666993843905073, ""100.0"": 1.7973817204209783}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	global_mean	mean	607	21	"{""mean"": 6.4302484856296545}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	target_training_mean	target_mean	607	21	"{""fallback_global_mean"": 6.4302484856296545}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_ridge	ridge	607	21	"{""alpha"": 100.0, ""dimensions"": 2048, ""inner_RMSE"": {""0.1"": 2.2992097758430026, ""1.0"": 2.088030776912405, ""10.0"": 1.8564139547110288, ""100.0"": 1.7802389096117301}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	esm2_sequence_ridge	ridge	607	21	"{""alpha"": 0.1, ""dimensions"": 640, ""inner_RMSE"": {""0.1"": 1.7237741358846406, ""1.0"": 1.7238411615703684, ""10.0"": 1.7245040368849007, ""100.0"": 1.7305525776492445}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_additive_no_pocket	additive	607	21	"{""alpha"": 100.0, ""dimensions"": 2688, ""inner_RMSE"": {""0.1"": 2.3037867971603054, ""1.0"": 2.0784533130278975, ""10.0"": 1.8247308240710374, ""100.0"": 1.7332653051572677}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_knn	knn	607	21	"{""inner_RMSE"": {""1"": 2.3170137845167327, ""3"": 2.116846124583205, ""5"": 2.077658311434409, ""10"": 2.0381283277220223}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	esm2_sequence_knn	knn	607	21	"{""inner_RMSE"": {""1"": 2.201388753327154, ""3"": 1.906868399621678, ""5"": 1.7669233544623268, ""10"": 1.7859303635354131}, ""k"": 5}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	global_structure_knn	knn	607	21	"{""inner_RMSE"": {""1"": 2.293462438117309, ""3"": 2.2701403950352974, ""5"": 1.9757192408584814, ""10"": 1.8182002794102476}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	pocket_structure_knn	knn	607	21	"{""inner_RMSE"": {""1"": 1.9877924873298487, ""3"": 1.8805585750770852, ""5"": 1.7711668151599036, ""10"": 1.724683601590987}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	descriptor_only	ridge	607	21	"{""alpha"": 100.0, ""dimensions"": 116, ""inner_RMSE"": {""0.1"": 5.774481723350619, ""1.0"": 5.755997167362844, ""10.0"": 5.581193727876207, ""100.0"": 4.474385763242339}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	descriptor_knn	knn	607	21	"{""inner_RMSE"": {""1"": 2.2174404441911166, ""3"": 1.935343251564482, ""5"": 1.9259228825896233, ""10"": 1.7877697963184385}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_descriptor_additive_full	additive	607	21	"{""alpha"": 100.0, ""dimensions"": 2164, ""inner_RMSE"": {""0.1"": 2.4508785479081507, ""1.0"": 2.2486935035775715, ""10.0"": 2.0039743452052385, ""100.0"": 1.9301814730153866}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_descriptor_additive_full	additive	607	21	"{""alpha"": 100.0, ""dimensions"": 2804, ""inner_RMSE"": {""0.1"": 2.3023710713934094, ""1.0"": 2.0973190384992213, ""10.0"": 1.8637534343865396, ""100.0"": 1.789681253348347}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_descriptor_additive_matched	additive	607	21	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.4506232343111685, ""1.0"": 2.9707047395019766, ""10.0"": 2.335639045491735, ""100.0"": 2.1362313772192723}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_descriptor_bilinear	bilinear	607	21	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.560084478188068, ""1.0"": 2.9080939453078827, ""10.0"": 2.3185216832580013, ""100.0"": 2.0813241177753357}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_descriptor_bilinear_permuted	bilinear	607	21	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.212995031114935, ""1.0"": 2.7218244620151326, ""10.0"": 2.250132549489432, ""100.0"": 2.227761103442103}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_descriptor_film	film	607	21	"{""parameter_count"": 1249, ""selected_epoch"": 1, ""validation_scores"": {""0.0001"": 6.9663117107445585, ""0.001"": 6.96631443362405, ""0.01"": 6.9663416570521255}, ""weight_decay"": 0.0001}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	gmolai_esm2_descriptor_additive_matched	additive	603	21	"{""alpha"": 100.0, ""dimensions"": 96, ""inner_RMSE"": {""0.1"": 3.659518076882816, ""1.0"": 2.885621566157582, ""10.0"": 2.081398226378311, ""100.0"": 1.8602510077642909}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	gmolai_esm2_descriptor_bilinear	bilinear	603	21	"{""alpha"": 100.0, ""dimensions"": 1120, ""inner_RMSE"": {""0.1"": 3.3026440823066716, ""1.0"": 2.37354872342057, ""10.0"": 1.9325841846233973, ""100.0"": 1.8678541084103606}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	esm_if1_only	ridge	607	21	"{""alpha"": 100.0, ""dimensions"": 1024, ""inner_RMSE"": {""0.1"": 1.9556378924582751, ""1.0"": 1.9556156409530296, ""10.0"": 1.9553935026568805, ""100.0"": 1.9532090978955032}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	esm_if1_knn	knn	607	21	"{""inner_RMSE"": {""1"": 2.7630818881867403, ""3"": 2.131541082712844, ""5"": 1.9281345468889328, ""10"": 1.8291925819284578}, ""k"": 10}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm_if1_additive_full	additive	607	21	"{""alpha"": 100.0, ""dimensions"": 3072, ""inner_RMSE"": {""0.1"": 2.3581330532160765, ""1.0"": 2.1672008895402657, ""10.0"": 1.9364252878554122, ""100.0"": 1.8388949422904133}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
absolute	S2	component-G3-FINAL-014	ecfp_esm2_esm_if1_additive_full	additive	607	21	"{""alpha"": 100.0, ""dimensions"": 3712, ""inner_RMSE"": {""0.1"": 2.2970295906754337, ""1.0"": 2.122968817219955, ""10.0"": 1.8979473519203256, ""100.0"": 1.807868752846907}}"	44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
